fixed_rate,max_loops,fixed_ratio,n_epochs,total_apr,avg_fixed_apr,avg_variable_apr,fixed_hit_pct,shortfall_epochs,var_positive_pct,min_var_apr,max_var_apr,max_ltv,avg_leverage,avg_spread,deleverage,emergency,reserve_final,tvl_growth
0.07,3,0.7,55,6.428561364160243,6.930744964352894,2.8695793553067266,96.36363636363636,4,83.63636363636363,0.0,8.771974095013789,0.6817378984850699,3.0929183339923902,1.4912264793575374,0,0,7727.400205473465,0.0
0.07,4,0.3,55,7.187080871365337,6.999999999999998,6.055721897920323,100.0,0,100.0,0.9326730177573316,9.178653224801538,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,13636.268429448812,0.0
0.07,4,0.5,55,7.187080871365337,6.999026245784471,5.705178980272809,100.0,1,98.18181818181819,0.0,10.050114514722154,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,12255.719620003327,0.0
0.07,4,0.7,55,7.187080871365337,6.9457330537489534,5.0138670000555505,98.18181818181819,1,94.54545454545455,0.0,12.083524191203585,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,10772.573699200326,0.0
0.1,0,0.3,55,3.308189215326122,9.713222877519952,0.08559612887308918,78.18181818181819,25,32.72727272727273,0.0,0.6352986573173793,0.0,1.0,1.4912264793575374,0,0,367.46448340822553,0.0
0.1,0,0.5,55,3.308189215326122,5.954740587587019,0.0,0.0,55,0.0,0.0,0.0,0.0,1.0,1.4912264793575374,0,0,0.0,0.0
0.1,0,0.7,55,3.308189215326122,4.253386133990728,0.0,0.0,55,0.0,0.0,0.0,0.0,1.0,1.4912264793575374,0,0,0.0,0.0
0.1,1,0.3,55,4.511865693842114,9.999999999999995,1.4086549016298104,100.0,0,98.18181818181819,0.0,2.887449960150332,0.45003860666947887,1.8073385,1.4912264793575374,0,0,7865.562471474009,0.0
0.1,1,0.5,55,4.511865693842114,8.120586795384709,0.000771453531099349,7.2727272727272725,53,1.8181818181818181,0.0,0.0424299442104642,0.45003860666947887,1.8073385,1.4912264793575374,0,0,0.0,0.0
0.1,1,0.7,55,4.511865693842114,5.800970177797004,0.0,0.0,55,0.0,0.0,0.0,0.45003860666947887,1.8073385,1.4912264793575374,0,0,0.0,0.0
0.1,2,0.3,55,5.543823880418299,9.999999999999995,2.707765173739795,100.0,0,98.18181818181819,0.0,4.818305979894177,0.6044035950118521,2.4995008785822495,1.4912264793575374,0,0,9908.90081918288,0.0
0.1,2,0.5,55,5.543823880418299,9.569668627940086,0.4007795073378468,72.72727272727273,19,40.0,0.0,2.745628371851847,0.6044035950118521,2.4995008785822495,1.4912264793575374,0,0,444.54716603354245,0.0
0.1,2,0.7,55,5.543823880418299,7.127773560537812,0.0,0.0,55,0.0,0.0,0.0,0.6044035950118521,2.4995008785822495,1.4912264793575374,0,0,0.0,0.0
0.1,3,0.3,55,6.428561364160243,9.999999999999995,3.8215424257651605,100.0,0,98.18181818181819,0.0,6.473703183577341,0.6817378984850699,3.0929183339923902,1.4912264793575374,0,0,11660.733453200091,0.0
0.1,3,0.5,55,6.428561364160243,9.873645490817209,1.5652063541328913,96.36363636363636,5,76.36363636363637,0.0,5.063184457008275,0.6817378984850699,3.0929183339923902,1.4912264793575374,0,0,6986.319651917643,0.0
0.1,3,0.7,55,6.428561364160243,8.225481517087186,0.08403811927144986,16.363636363636363,48,9.090909090909092,0.0,1.7719740950137934,0.6817378984850699,3.0929183339923902,1.4912264793575374,0,0,280.0386175703462,0.0
0.1,4,0.3,55,7.187080871365337,9.999999999999995,4.776426544350708,100.0,0,98.18181818181819,0.0,7.8929389390872515,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,13162.647015899442,0.0
0.1,4,0.5,55,7.187080871365337,9.916753547975805,2.821969852669976,98.18181818181819,2,92.72727272727272,0.0,7.050114514722153,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,10436.486599253934,0.0
0.1,4,0.7,55,7.187080871365337,9.001344543908491,0.5445014975134078,49.09090909090909,40,21.818181818181817,0.0,5.08352419120359,0.727750090126213,3.6016779650875326,1.4912264793575374,0,0,430.1832667903442,0.0
