fixed_rate,max_loops,fixed_ratio,reserve_pct,n_epochs,total_apr,avg_fixed_apr,avg_var_apr,min_var_apr,max_var_apr,fixed_hit,shortfalls,var_positive,max_ltv,avg_leverage,avg_spread,delev,emerg,reserve_final,tvl_growth,protocol_fees,total_gas,gas_pct_of_yield
0.03,1,0.8,0.1,55,7.369265984449407,3.0000000000000004,17.845527237020107,6.865235692204343,28.332663195249925,100.0,0,100.0,0.4596370616969656,1.8072577500000007,2.83255339713977,0,0,69909.66909272331,0.0,77677.41010302595,1882.0126385413535,0.2422857090684644
0.03,1,0.9,0.03,55,7.369265984449407,3.0000000000000004,37.333692044243335,13.665063603196023,59.93929622087205,100.0,0,100.0,0.4596370616969656,1.8072577500000007,2.83255339713977,0,0,20972.900727817003,0.0,77677.41010302595,1882.0126385413535,0.2422857090684644
0.03,1,0.9,0.05,55,7.369265984449407,3.0000000000000004,36.00722416704243,12.826608683542492,58.14673341219427,100.0,0,100.0,0.4596370616969656,1.8072577500000007,2.83255339713977,0,0,34954.83454636166,0.0,77677.41010302595,1882.0126385413535,0.2422857090684644
0.03,1,0.9,0.1,55,7.369265984449407,3.0000000000000004,32.69105447404021,10.730471384408679,53.665326390499835,100.0,0,100.0,0.4596370616969656,1.8072577500000007,2.83255339713977,0,0,69909.66909272331,0.0,77677.41010302595,1882.0126385413535,0.2422857090684644
0.03,2,0.5,0.03,55,9.329030599500786,3.0000000000000004,13.288487426728377,6.747656008266957,19.44313645158546,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,26550.38277393859,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.5,0.05,55,9.329030599500786,3.0000000000000004,12.95264232514635,6.54667341015836,18.980391370109473,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,44250.637956564315,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.5,0.1,55,9.329030599500786,3.0000000000000004,12.113029571191277,6.044216914886865,17.823528666419502,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,88501.27591312863,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.7,0.03,55,9.329030599500786,3.0000000000000004,20.14747904454729,9.246093347111591,30.4052274193091,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,26550.38277393859,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.7,0.05,55,9.329030599500786,3.0000000000000004,19.587737208577245,8.91112235026393,29.633985616849117,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,44250.637956564315,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.7,0.1,55,9.329030599500786,3.0000000000000004,18.188382618652117,8.073694858144776,27.705881110699167,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,88501.27591312863,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.8,0.03,55,9.329030599500786,3.0000000000000004,28.721218566820937,12.369140020667395,44.10784112896367,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,26550.38277393859,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.8,0.05,55,9.329030599500786,3.0000000000000004,27.881605812865878,11.866683525395901,42.950978425273696,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,44250.637956564315,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.8,0.1,55,9.329030599500786,3.0000000000000004,25.7825739279782,10.610542287217166,40.05882166604877,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,88501.27591312863,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.9,0.03,55,9.329030599500786,3.0000000000000004,54.44243713364189,21.738280041334782,85.21568225792734,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,26550.38277393859,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.9,0.05,55,9.329030599500786,3.0000000000000004,52.763211625731735,20.733367050791802,82.90195685054739,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,44250.637956564315,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,2,0.9,0.1,55,9.329030599500786,3.0000000000000004,48.56514785595638,18.22108457443433,77.11764333209753,100.0,0,100.0,0.6172930797210313,2.4992857124350634,2.83255339713977,0,0,88501.27591312863,0.0,98334.75101458734,1912.8739026859641,0.19452674491464375
0.03,3,0.5,0.03,55,11.009054003929352,3.0000000000000004,16.221808290860647,8.131821480071325,23.776812016036946,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,31331.72248346217,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.5,0.05,55,11.009054003929352,3.0000000000000004,15.825482346719188,7.902299387698723,23.224712799211446,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,52219.537472436954,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.5,0.1,55,11.009054003929352,3.0000000000000004,14.834667486365547,7.328494156767211,21.844464757147684,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,104439.07494487391,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.7,0.03,55,11.009054003929352,3.0000000000000004,25.036347151434406,11.553035800118876,37.62802002672824,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,31331.72248346217,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.7,0.05,55,11.009054003929352,3.0000000000000004,24.37580391119864,11.170498979497872,36.7078546653524,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,52219.537472436954,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.7,0.1,55,11.009054003929352,3.0000000000000004,22.724445810609243,10.214156927945348,34.407441261912794,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,104439.07494487391,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.8,0.03,55,11.009054003929352,3.0000000000000004,36.05452072715162,15.82955370017832,54.94203004009239,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,31331.72248346217,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.8,0.05,55,11.009054003929352,3.0000000000000004,35.06370586679799,15.25574846924681,53.561781998028636,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,52219.537472436954,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.8,0.1,55,11.009054003929352,3.0000000000000004,32.58666871591388,13.821235391918027,50.11116189286923,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,104439.07494487391,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.9,0.03,55,11.009054003929352,3.0000000000000004,69.10904145430324,28.659107400356632,106.88406008018477,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,31331.72248346217,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.9,0.05,55,11.009054003929352,3.0000000000000004,67.12741173359595,27.511496938493618,104.12356399605727,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,52219.537472436954,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,3,0.9,0.1,55,11.009054003929352,3.0000000000000004,62.17333743182775,24.642470783836053,97.22232378573844,100.0,0,100.0,0.6962750312531216,3.09253204644923,2.83255339713977,0,0,104439.07494487391,0.0,116043.41660541548,1943.7351668305748,0.16750068411376517
0.03,4,0.5,0.03,55,12.449267087557118,3.0000000000000004,18.73642033487473,9.318408058058028,27.49188897964861,100.0,0,100.0,0.7432666449874554,3.60109706394196,2.83255339713977,0,0,35430.56300483401,0.0,131224.30742531113,1974.5964309751855,0.15047489826525204
0.03,4,0.5,0.05,55,12.449267087557118,3.0000000000000004,18.288246719722668,9.064420263046522,26.863190237800183,100.0,0,100.0,0.7432666449874554,3.60109706394196,2.83255339713977,0,0,59050.93834139002,0.0,131224.30742531113,1974.5964309751855,0.15047489826525204
0.03,4,0.5,0.1,55,12.449267087557118,3.0000000000000004,17.16781268184253,8.429450775517758,25.291443383179118,100.0,0,100.0,0.7432666449874554,3.60109706394196,2.83255339713977,0,0,118101.87668278004,0.0,131224.30742531113,1974.5964309751855,0.15047489826525204
