gross,net,perf_fee,weeth_yield,morpho_yield,borrow_cost,fixed_obligation,fixed_pay,variable_pay,fixed_apr,var_apr,reserve,tvl,fixed_tvl,var_tvl,weeth_coll,eth_debt,ltv,leverage,n_loops,peg,min_peg,delev,emerg,shortfall,eth_price,avg_weeth_apr,avg_borrow,spread,gas_cost,epoch_start
26660.288996805746,23994.26009712517,2666.028899680575,35695.18604306487,249.97720082995946,9238.957975563104,5174.5379876796715,5174.5379876796715,18099.894306531743,0.030000000000000002,0.9444266279229601,21719.942384351514,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7264760861158472,3.6010970639419617,4,0.9945593768591037,0.993379822300417,0,0,0,4450.75,0.05172101116778518,0.01852799007948311,0.03319302108830207,45.91627152597651,2025-10-01 00:00:00+00:00
17317.938384005254,15586.14454560473,1731.7938384005256,30689.793245984485,340.4316573406372,13650.11139074844,5174.5379876796715,5174.5379876796715,9944.022221556916,0.030000000000000002,0.5188648737748092,22187.526720719656,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7261458298795489,3.6010970639419617,4,0.9950117094664964,0.9943336245856881,0,0,0,4126.89,0.04446838117883899,0.0273742048725156,0.017094176306323386,62.17512857142858,2025-10-08 00:00:00+00:00
17758.513769346748,15982.662392412072,1775.8513769346748,29091.492579429196,301.0238406728074,11581.465082695197,5174.5379876796715,5174.5379876796715,10328.64453296004,0.030000000000000002,0.5389339165233794,22667.006592492016,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7259672858873435,3.6010970639419617,4,0.9952564220952235,0.994429044831975,0,0,0,3875.04,0.04215250232266349,0.023225700422668943,0.018926801899994544,52.537568060054575,2025-10-15 00:00:00+00:00
23115.664008051972,20804.097607246775,2311.566400805197,31535.339821361522,237.1836316024431,8619.82788103932,5174.5379876796715,5174.5379876796715,15005.4366913497,0.030000000000000002,0.782962250216497,23291.12952070942,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.725006021726647,3.6010970639419617,4,0.9965760033133004,0.9953548855107964,0,0,0,3980.36,0.04569354705457351,0.017286374273935843,0.02840717278063767,37.03156387267259,2025-10-22 00:00:00+00:00
21776.294457356526,19598.665011620873,2177.6294457356526,33586.43106461238,247.24319152740193,12017.480803094222,5174.5379876796715,5174.5379876796715,13836.167073592573,0.030000000000000002,0.7219514319470984,23879.089471058047,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7237929165664956,3.6010970639419617,4,0.9982463035669107,0.9969152520305321,0,0,0,3286.85,0.04866550279589776,0.024100095020351858,0.0245654077755459,39.89899568902986,2025-10-29 00:00:00+00:00
19246.766001223914,17322.089401101523,1924.6766001223914,32019.185374048735,324.37891365909684,13046.885244009423,5174.5379876796715,5174.5379876796715,11627.888731388804,0.030000000000000002,0.6067266227342517,24398.752153091093,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7247120646297494,3.6010970639419617,4,0.996980233631891,0.996980233631891,0,0,0,3416.88,0.04639462145726263,0.026164483160172374,0.020230138297090253,49.91304247449336,2025-11-05 00:00:00+00:00
19854.290216802066,17868.86119512186,1985.4290216802067,29900.815336845157,274.00337241559475,10284.990898482685,5174.5379876796715,5174.5379876796715,12158.25737158853,0.030000000000000002,0.6344005007103874,24934.81798894475,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.723046956440881,3.6010970639419617,4,0.9992761840350737,0.9968018438194086,0,0,0,3122.66,0.0433251812190321,0.02062572530784207,0.022699455911190033,35.53759397599859,2025-11-12 00:00:00+00:00
13521.291087387177,12169.161978648459,1352.1291087387178,23843.42903762673,271.1720376905426,10560.755914970374,5174.5379876796715,5174.5379876796715,6629.549131609333,0.030000000000000002,0.3459204029029014,25299.892848304204,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7228632973308835,3.6010970639419617,4,0.9995300718383128,0.9984973662446249,0,0,0,2959.2,0.03454825135371391,0.021178749956646252,0.013369501397067655,32.55407295972413,2025-11-19 00:00:00+00:00
17047.668251787214,15342.901426608492,1704.7668251787215,26199.188144264284,246.1837579487322,9367.036507785433,5174.5379876796715,5174.5379876796715,9708.076396130567,0.030000000000000002,0.5065535576695273,25760.17989110246,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7223342377073562,3.6010970639419617,4,1.0002621581439397,0.9993994644556287,0,0,0,2997.19,0.03796165961879522,0.01878484131537862,0.0191768183034166,30.667142640368926,2025-11-26 00:00:00+00:00
17884.886032361894,16096.397429125704,1788.4886032361894,30661.72401654767,296.43438618128386,13030.287630854553,5174.5379876796715,5174.5379876796715,10438.967518572263,0.030000000000000002,0.54469041230836,26243.071813976232,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7224179504087607,3.6010970639419617,4,1.000146249275225,0.9987645120206173,0,0,0,3318.92,0.04442770989819567,0.026131197976638702,0.01829651192155697,42.98473951250613,2025-12-03 00:00:00+00:00
22942.87149914711,20648.5843492324,2294.287149914711,32737.828554492484,261.8181003816111,10022.202977161542,5174.5379876796715,5174.5379876796715,14854.588831075755,0.030000000000000002,0.7750912243643459,26862.529344453204,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7212300376937735,3.6010970639419617,4,1.0017935551059138,1.0,0,0,0,2962.03,0.04743590898316432,0.020098725183788645,0.027337183799375674,34.572178565440616,2025-12-10 00:00:00+00:00
24135.476720147544,21721.92904813279,2413.5476720147544,33391.7114082357,247.13641997744665,9473.013819641164,5174.5379876796715,5174.5379876796715,15895.733189009137,0.030000000000000002,0.8294166496122269,27514.187215897186,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7215758196900423,3.6010970639419617,4,1.0013134916588287,1.0,0,0,0,2963.51,0.04838336117854087,0.018997370324375824,0.029385990854165045,30.35728842443778,2025-12-17 00:00:00+00:00
29645.175625740707,26680.658063166637,2964.517562574071,35955.39025215385,202.5072093739154,6490.472025661377,5174.5379876796715,5174.5379876796715,20705.700333591965,0.030000000000000002,1.080393863834924,28314.606957792184,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7209040045296399,3.6010970639419617,4,1.0022466222556699,1.0,0,0,0,2971.13,0.05209803749251028,0.013016121690421174,0.03908191580208911,22.2498101256772,2025-12-24 00:00:00+00:00
33364.52831204011,30028.075480836094,3336.452831204011,39872.532126854334,194.74575271996417,6679.218648912445,5174.5379876796715,5174.5379876796715,23952.69522873134,0.030000000000000002,1.2498174188991606,29215.449222217267,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7204388085763475,3.6010970639419617,4,1.0028937848839514,1.0,0,0,0,3296.05,0.05777383193725014,0.013394637922704244,0.0443791940145459,23.5309186217525,2025-12-31 00:00:00+00:00
30623.613287017604,27561.251958315843,3062.3613287017606,39126.02815919118,229.81012402205565,8701.246159853645,5174.5379876796715,5174.5379876796715,21559.876411886697,0.030000000000000002,1.1249635513488025,30042.28678096674,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7221185631995377,3.6010970639419617,4,1.000560905551417,1.0,0,0,0,3324.46,0.056692175155808495,0.01744965210961281,0.03924252304619569,30.97883634198329,2026-01-07 00:00:00+00:00
22338.850263938457,20104.96523754461,2233.8850263938457,33627.38578408235,258.5760370270058,11511.925162087518,5174.5379876796715,5174.5379876796715,14327.2782927386,0.030000000000000002,0.7475769137746822,30645.435738093078,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7220583497372669,3.6010970639419617,4,1.0006443437338826,1.0,0,0,0,2937.1,0.04872484467747597,0.02308624368279038,0.02563860099468559,35.186395083377924,2026-01-14 00:00:00+00:00
24618.579920502285,22156.721928452054,2461.857992050229,34420.77256519139,271.2063630168807,10040.718941838357,5174.5379876796715,5174.5379876796715,16317.48228291882,0.030000000000000002,0.8514229148337287,31310.13739594664,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7230214823959331,3.6010970639419617,4,0.9993113912966103,0.999265379633509,0,0,0,3023.01,0.049874432930541994,0.020135857467618867,0.029738575462923127,32.68006586762933,2026-01-21 00:00:00+00:00
18725.624102438465,16853.06169219462,1872.5624102438467,32696.451998301978,319.94535658671157,14257.002718919395,5174.5379876796715,5174.5379876796715,11172.931853749109,0.030000000000000002,0.582987622797409,31815.72924671248,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7236876603263358,3.6010970639419617,4,0.998391492794843,0.9982881117347678,0,0,0,2231.19,0.04737595587569958,0.028591276812599892,0.018784679063099687,33.770533530827244,2026-01-28 00:00:00+00:00
20883.578688489797,18795.220819640817,2088.3578688489797,35537.765392671,366.80317680209106,14990.279395269004,5174.5379876796715,5174.5379876796715,13056.82620737192,0.030000000000000002,0.6812865388917992,32379.585871301704,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7348420405417957,3.6010970639419617,4,0.9832366190939543,0.9832366190939543,0,0,0,2021.79,0.05149291443767602,0.030061804443622466,0.021431109994053555,30.71048571428571,2026-02-04 00:00:00+00:00
23558.97414882689,21203.0767339442,2355.8974148826887,35278.0496135642,314.4145972150909,12005.996387146386,5174.5379876796715,5174.5379876796715,15392.446444246201,0.030000000000000002,0.8031558662515609,33015.67817332003,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7428655745656407,3.6010970639419617,4,0.9726168882342983,0.9700572790838274,0,0,0,1991.01,0.051116595830023245,0.02407706394419446,0.027039531885828784,27.493674806017356,2026-02-11 00:00:00+00:00
28567.544856145698,25710.79037053113,2856.75448561457,36754.167274374646,236.49098878137326,8404.432853393691,5174.5379876796715,5174.5379876796715,19764.928671735524,0.030000000000000002,1.0313057424787717,33787.001884435966,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7395118799899764,3.6010970639419617,4,0.9770277166070828,0.97354340611887,0,0,0,1851.95,0.05325543600661269,0.01685441680146504,0.036401019205147656,18.680553616626348,2026-02-18 00:00:00+00:00
18476.626260666217,16628.963634599597,1847.6626260666217,31714.33297656589,328.66954045950007,13536.525506359172,5174.5379876796715,5174.5379876796715,10955.556737881936,0.030000000000000002,0.5716452997873397,34285.87079347395,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7363798123195415,3.6010970639419617,4,0.981183339660714,0.9776631734439958,0,0,0,1983.06,0.04595290155039019,0.02714641748083138,0.01880648406955881,29.85075,2026-02-25 00:00:00+00:00
16510.02515161814,14859.022636456328,1651.0025151618142,28278.32927490289,297.14921161482783,12039.257056722785,5174.5379876796715,5174.5379876796715,9238.713969682965,0.030000000000000002,0.4820628967752434,34731.64147256764,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7349916954511028,3.6010970639419617,4,0.9830364179379839,0.9806148316425821,0,0,0,2036.87,0.04097425861484538,0.024143765552490377,0.016830493062355005,26.19627817679332,2026-03-04 00:00:00+00:00
25885.982676532272,23297.384408879043,2588.5982676532276,33826.7355475402,220.1160003795815,8140.919059701451,5174.5379876796715,5174.5379876796715,17423.924888932997,0.030000000000000002,0.9091555093832541,35430.56300483401,10000000,9000000.0,999999.9999999998,36010970.639419615,26018776.27230131,0.7325067609601204,3.6010970639419617,4,0.9863712419027814,0.9843868478366954,0,0,0,2318.01,0.049013695149628146,0.016325960998521617,0.032687734151106526,19.949811686056997,2026-03-11 00:00:00+00:00
